Area,Ethnic group,Sex,Maori,Age,count,pred_cells
Kaipara District,Non-Maori,Female,No,50-64,1908,0.1280462973428346
Kaipara District,Non-Maori,Female,No,65+,1758,0.1128100304459413
Kaipara District,Non-Maori,Male,No,18-29,709,0.19881554940141868
Kaipara District,Non-Maori,Male,No,30-39,678,0.14066021768670722
Kaipara District,Non-Maori,Male,No,40-49,966,0.10700778107343095
Kaipara District,Non-Maori,Male,No,50-64,1887,0.0951369705792523
Kaipara District,Non-Maori,Male,No,65+,1731,0.0834418619544526
Kapiti Coast District,Maori,Female,Yes,18-29,535,0.665804013716953
Kapiti Coast District,Maori,Female,Yes,30-39,375,0.5678695495881139
Kapiti Coast District,Maori,Female,Yes,40-49,450,0.49032748699392864
Kapiti Coast District,Maori,Female,Yes,50-64,432,0.4577300106392183
Kapiti Coast District,Maori,Female,Yes,65+,243,0.4222621379131298
Kapiti Coast District,Maori,Male,Yes,18-29,466,0.5878649712161346
Kapiti Coast District,Maori,Male,Yes,30-39,273,0.4847653953078398
Kapiti Coast District,Maori,Male,Yes,40-49,375,0.4078606602067666
Kapiti Coast District,Maori,Male,Yes,50-64,366,0.37669362015453256
Kapiti Coast District,Maori,Male,Yes,65+,174,0.3435270932589387
Kapiti Coast District,Non-Maori,Female,No,18-29,1844,0.30824394930701177
Kapiti Coast District,Non-Maori,Female,No,30-39,2070,0.22715509160978753
Kapiti Coast District,Non-Maori,Female,No,40-49,3363,0.17707313701076355
Kapiti Coast District,Non-Maori,Female,No,50-64,4827,0.15881199552913278
Kapiti Coast District,Non-Maori,Female,No,65+,6765,0.14050480592836687
Kapiti Coast District,Non-Maori,Male,No,18-29,1771,0.24186837319478433
Kapiti Coast District,Non-Maori,Male,No,30-39,1698,0.1738523855359699
Kapiti Coast District,Non-Maori,Male,No,40-49,2805,0.13349244059015816
Kapiti Coast District,Non-Maori,Male,No,50-64,4329,0.11907535076142246
Kapiti Coast District,Non-Maori,Male,No,65+,5244,0.10477826871608643
Kawerau District,Maori,Female,Yes,18-29,320,0.6835897705044626
Kawerau District,Maori,Female,Yes,30-39,234,0.5876393038124417
Kawerau District,Maori,Female,Yes,40-49,228,0.5105873657001733
Kawerau District,Maori,Female,Yes,50-64,261,0.477905940694082
Kawerau District,Maori,Female,Yes,65+,126,0.4421494209641347
Kawerau District,Maori,Male,Yes,18-29,254,0.6073524604324616
Kawerau District,Maori,Male,Yes,30-39,171,0.5050231775452292
Kawerau District,Maori,Male,Yes,40-49,165,0.42757164753639204
Kawerau District,Maori,Male,Yes,50-64,246,0.39590544466452315
Kawerau District,Maori,Male,Yes,65+,117,0.3620298640393199
Kawerau District,Non-Maori,Female,No,18-29,149,0.30716507100159685
Kawerau District,Non-Maori,Female,No,30-39,117,0.22626719660835587
Kawerau District,Non-Maori,Female,No,40-49,156,0.17633633514879857
Kawerau District,Non-Maori,Female,No,50-64,309,0.15813657684669885
Kawerau District,Non-Maori,Female,No,65+,435,0.13989429824838856
Kawerau District,Non-Maori,Male,No,18-29,148,0.24094089693496215
Kawerau District,Non-Maori,Male,No,30-39,78,0.17312616583053728
Kawerau District,Non-Maori,Male,No,40-49,177,0.13290769072152536
Kawerau District,Non-Maori,Male,No,50-64,324,0.11854511369424554
Kawerau District,Non-Maori,Male,No,65+,441,0.10430415785772412
Lower Hutt City,Maori,Female,Yes,18-29,1553,0.7049051738081926
Lower Hutt City,Maori,Female,Yes,30-39,1113,0.6117473318771842
Lower Hutt City,Maori,Female,Yes,40-49,1044,0.5356404308398256
Lower Hutt City,Maori,Female,Yes,50-64,1110,0.5030035370869865
Lower Hutt City,Maori,Female,Yes,65+,333,0.4670490405958502
Lower Hutt City,Maori,Male,Yes,18-29,1401,0.6310316232970484
Lower Hutt City,Maori,Male,Yes,30-39,939,0.5300989395400956
Lower Hutt City,Maori,Male,Yes,40-49,897,0.45231595985460055
Lower Hutt City,Maori,Male,Yes,50-64,948,0.42016229083910234
Lower Hutt City,Maori,Male,Yes,65+,303,0.3855357915278443
Lower Hutt City,Non-Maori,Female,No,18-29,6116,0.3275175435062598
Lower Hutt City,Non-Maori,Female,No,30-39,5772,0.2431405431736264
Lower Hutt City,Non-Maori,Female,No,40-49,6591,0.19040248901160722
Lower Hutt City,Non-Maori,Female,No,50-64,8205,0.1710524501014121
Lower Hutt City,Non-Maori,Female,No,65+,6543,0.15158850975886987
Lower Hutt City,Non-Maori,Male,No,18-29,5879,0.25854285437338603
Lower Hutt City,Non-Maori,Male,No,30-39,5220,0.1869943833782019
Lower Hutt City,Non-Maori,Male,No,40-49,5949,0.14411572749009177
Lower Hutt City,Non-Maori,Male,No,50-64,7941,0.1287217654073128
Lower Hutt City,Non-Maori,Male,No,65+,5424,0.113415578681851
Mackenzie District,Maori,Female,Yes,18-29,20,0.5910233992856229
Mackenzie District,Maori,Female,Yes,30-39,18,0.4880258233036167
Mackenzie District,Maori,Female,Yes,40-49,9,0.4110164634646599
Mackenzie District,Maori,Female,Yes,50-64,21,0.37976293139678235
Mackenzie District,Maori,Female,Yes,65+,3,0.34647638156720817
Mackenzie District,Maori,Male,Yes,18-29,26,0.5085182167045327
Mackenzie District,Maori,Male,Yes,30-39,15,0.4056380136152302
Mackenzie District,Maori,Male,Yes,40-49,21,0.33316906859904794
Mackenzie District,Maori,Male,Yes,50-64,21,0.30477195991344236
Mackenzie District,Maori,Male,Yes,65+,6,0.27514258298073685
Mackenzie District,Non-Maori,Female,No,18-29,212,0.24825707331674682
Mackenzie District,Non-Maori,Female,No,30-39,234,0.1788683851811576
Mackenzie District,Non-Maori,Female,No,40-49,321,0.13753783430296732
Mackenzie District,Non-Maori,Female,No,50-64,420,0.12274573412401667
Mackenzie District,Non-Maori,Female,No,65+,348,0.10806201765831429
Mackenzie District,Non-Maori,Male,No,18-29,260,0.19122792189667906
Mackenzie District,Non-Maori,Male,No,30-39,222,0.13491828731575137
Mackenzie District,Non-Maori,Male,No,40-49,282,0.1024757691269919
Mackenzie District,Non-Maori,Male,No,50-64,447,0.0910564484610327
Mackenzie District,Non-Maori,Male,No,65+,303,0.07981870713899869
Manawatu District,Maori,Female,Yes,18-29,363,0.6717187136421404
Manawatu District,Maori,Female,Yes,30-39,225,0.5744095924255986
Manawatu District,Maori,Female,Yes,40-49,267,0.4970015919351909
Manawatu District,Maori,Female,Yes,50-64,255,0.4643646723095527
Manawatu District,Maori,Female,Yes,65+,96,0.4287892146992477
Manawatu District,Maori,Male,Yes,18-29,350,0.5943185836019722
Manawatu District,Maori,Male,Yes,30-39,210,0.4914367914507618
Manawatu District,Maori,Male,Yes,40-49,192,0.41432477192893863
Manawatu District,Maori,Male,Yes,50-64,246,0.38298325447517145
Manawatu District,Maori,Male,Yes,65+,90,0.34957352819204834
Manawatu District,Non-Maori,Female,No,18-29,1339,0.28685090012563286
Manawatu District,Non-Maori,Female,No,30-39,1359,0.20968395885790075
Manawatu District,Non-Maori,Female,No,40-49,1857,0.16264331534505033
Manawatu District,Non-Maori,Female,No,50-64,2625,0.14560698404117145
Manawatu District,Non-Maori,Female,No,65+,2142,0.12858931748239485
Manawatu District,Non-Maori,Male,No,18-29,1447,0.22359299731047075
Manawatu District,Non-Maori,Male,No,30-39,1176,0.15963411215502055
Manawatu District,Non-Maori,Male,No,40-49,1707,0.12208716290662633
Manawatu District,Non-Maori,Male,No,50-64,2574,0.1087472481480196
Manawatu District,Non-Maori,Male,No,65+,2010,0.09555572284129112
Marlborough District,Maori,Female,Yes,18-29,419,0.4930624331293727
Marlborough District,Maori,Female,Yes,30-39,291,0.3908226459375036
Marlborough District,Maori,Female,Yes,40-49,297,0.3195773787793774
Marlborough District,Maori,Female,Yes,50-64,375,0.29183174470124595
Marlborough District,Maori,Female,Yes,65+,168,0.26298451808202533
Marlborough District,Maori,Male,Yes,18-29,376,0.4105061079613306
Marlborough District,Maori,Male,Yes,30-39,252,0.31475603466262553
Marlborough District,Maori,Male,Yes,40-49,297,0.2516491285177796
Marlborough District,Maori,Male,Yes,50-64,318,0.22782634070653157
Marlborough District,Maori,Male,Yes,65+,162,0.20348798755320044
Marlborough District,Non-Maori,Female,No,18-29,2043,0.22273623127436598
Marlborough District,Non-Maori,Female,No,30-39,2205,0.15897224374987012
Marlborough District,Non-Maori,Female,No,40-49,2808,0.1215584517310245
Marlborough District,Non-Maori,Female,No,50-64,4611,0.10826918235276264
Marlborough District,Non-Maori,Female,No,65+,4461,0.09512945872759383
Marlborough District,Non-Maori,Male,No,18-29,2120,0.17024201755619456
Marlborough District,Non-Maori,Male,No,30-39,1974,0.11920118481169081
Marlborough District,Non-Maori,Male,No,40-49,2523,0.0901441897249489
Marlborough District,Non-Maori,Male,No,50-64,4422,0.07997658181301419
Marlborough District,Non-Maori,Male,No,65+,4116,0.07000095334851208
Masterton District,Maori,Female,Yes,18-29,394,0.5403549544025567
Masterton District,Maori,Female,Yes,30-39,252,0.4367575750311012
Masterton District,Maori,Female,Yes,40-49,264,0.36211621119602233
Masterton District,Maori,Female,Yes,50-64,267,0.33248201811499856
Masterton District,Maori,Female,Yes,65+,135,0.3013263213582366
Masterton District,Maori,Male,Yes,18-29,349,0.4570188898021814
Masterton District,Maori,Male,Yes,30-39,213,0.35698980867187846
Masterton District,Maori,Male,Yes,40-49,222,0.2889862963472658
Masterton District,Maori,Male,Yes,50-64,243,0.2628705039304739
Masterton District,Maori,Male,Yes,65+,102,0.23593230089500516
Masterton District,Non-Maori,Female,No,18-29,1091,0.2569201001972458
Masterton District,Non-Maori,Female,No,30-39,978,0.18570822843638457
Masterton District,Non-Maori,Female,No,40-49,1380,0.14307259350816193
Masterton District,Non-Maori,Female,No,50-64,2280,0.12777342122064542
Masterton District,Non-Maori,Female,No,65+,2367,0.11256543224887831
Masterton District,Non-Maori,Male,No,18-29,1081,0.19842617888230277
Masterton District,Non-Maori,Male,No,30-39,882,0.14036478763159746
Masterton District,Non-Maori,Male,No,40-49,1215,0.10677424940243062
Masterton District,Non-Maori,Male,No,50-64,2187,0.09492659161290375
Masterton District,Non-Maori,Male,No,65+,1854,0.08325496520567677
Matamata-Piako District,Maori,Female,Yes,18-29,395,0.4832429062694712
Matamata-Piako District,Maori,Female,Yes,30-39,267,0.38150691862790004
Matamata-Piako District,Maori,Female,Yes,40-49,270,0.311092628536439
Matamata-Piako District,Maori,Female,Yes,50-64,303,0.28377641443961826
Matamata-Piako District,Maori,Female,Yes,65+,117,0.2554382346351102
Matamata-Piako District,Maori,Male,Yes,18-29,404,0.4010300688356239
Matamata-Piako District,Maori,Male,Yes,30-39,240,0.3063416593576359
Matamata-Piako District,Maori,Male,Yes,40-49,240,0.24432028590154928
Matamata-Piako District,Maori,Male,Yes,50-64,228,0.22098641845987968
Matamata-Piako District,Maori,Male,Yes,65+,99,0.19719216352550664
Matamata-Piako District,Non-Maori,Female,No,18-29,1699,0.1989242049749782
Matamata-Piako District,Non-Maori,Female,No,30-39,1458,0.14074267374697438
Matamata-Piako District,Non-Maori,Female,No,40-49,1947,0.10707296783121872
Matamata-Piako District,Non-Maori,Female,No,50-64,2763,0.09519569679646504
Matamata-Piako District,Non-Maori,Female,No,65+,2952,0.08349403513754494
Matamata-Piako District,Non-Maori,Male,No,18-29,1742,0.15095207931317564
Matamata-Piako District,Non-Maori,Male,No,30-39,1338,0.1049630395652377
Matamata-Piako District,Non-Maori,Male,No,40-49,1785,0.079065242836008
Matamata-Piako District,Non-Maori,Male,No,50-64,2745,0.07005104911695616
Matamata-Piako District,Non-Maori,Male,No,65+,2514,0.06123105527115896
Napier City,Maori,Female,Yes,18-29,970,0.6194766444715968
Napier City,Maori,Female,Yes,30-39,702,0.5177984542501002
Napier City,Maori,Female,Yes,40-49,645,0.4401298256547864
Napier City,Maori,Female,Yes,50-64,660,0.40819678382629626
Napier City,Maori,Female,Yes,65+,321,0.37392047863792843
Napier City,Maori,Male,Yes,18-29,844,0.5382267428139728
Napier City,Maori,Male,Yes,30-39,546,0.43465154994547284
Napier City,Maori,Male,Yes,40-49,570,0.36013997050399055
Napier City,Maori,Male,Yes,50-64,555,0.33058368973839297
Napier City,Maori,Male,Yes,65+,231,0.2995260584176229
Napier City,Non-Maori,Female,No,18-29,2859,0.25679998149632915
Napier City,Non-Maori,Female,No,30-39,2682,0.18561308720564004
Napier City,Non-Maori,Female,No,40-49,3492,0.14299545941024164
Napier City,Non-Maori,Female,No,50-64,5433,0.1277033061167223
Napier City,Non-Maori,Female,No,65+,5562,0.11250258605631665
Napier City,Non-Maori,Male,No,18-29,2689,0.1983261089649636
Napier City,Non-Maori,Male,No,30-39,2301,0.14028887438732235
Napier City,Non-Maori,Male,No,40-49,3096,0.10671424767325
Napier City,Non-Maori,Male,No,50-64,4743,0.09487254052241616
Napier City,Non-Maori,Male,No,65+,4548,0.08320694895021886
Nelson City,Maori,Female,Yes,18-29,373,0.6802423830463873
Nelson City,Maori,Female,Yes,30-39,279,0.5838947196740478
Nelson City,Maori,Female,Yes,40-49,294,0.5067304163879023
Nelson City,Maori,Female,Yes,50-64,261,0.4740567373349436
Nelson City,Maori,Female,Yes,65+,99,0.4383464139399898
Nelson City,Maori,Male,Yes,18-29,373,0.6036661535407517
Nelson City,Maori,Male,Yes,30-39,228,0.5011652189013255
Nelson City,Maori,Male,Yes,40-49,264,0.4237987708535487
Nelson City,Maori,Male,Yes,50-64,210,0.39222053344516333
Nelson City,Maori,Male,Yes,65+,66,0.35847315151071046
Nelson City,Non-Maori,Female,No,18-29,2554,0.3525515939069392
Nelson City,Non-Maori,Female,No,30-39,2550,0.2642595459276516
Nelson City,Non-Maori,Female,No,40-49,3327,0.208200811114892
Nelson City,Non-Maori,Female,No,50-64,4968,0.1874608037456995
Nelson City,Non-Maori,Female,No,65+,4335,0.16650479829890943
Nelson City,Non-Maori,Male,No,18-29,2528,0.2805038684683152
Nelson City,Non-Maori,Male,No,30-39,2223,0.20455461804029412
Nelson City,Non-Maori,Male,No,40-49,3021,0.15843401050693112
Nelson City,Non-Maori,Male,No,50-64,4461,0.14176394366917178
Nelson City,Non-Maori,Male,No,65+,3606,0.12512964828839415
New Plymouth District,Maori,Female,Yes,18-29,962,0.646853805550222
New Plymouth District,Maori,Female,Yes,30-39,705,0.5471432149371631
New Plymouth District,Maori,Female,Yes,40-49,657,0.46935734141306923
New Plymouth District,Maori,Female,Yes,50-64,699,0.436958760362973
New Plymouth District,Maori,Female,Yes,65+,312,0.401907492090944
New Plymouth District,Maori,Male,Yes,18-29,941,0.5673670300961858
New Plymouth District,Maori,Male,Yes,30-39,642,0.4638166518566246
New Plymouth District,Maori,Male,Yes,40-49,651,0.3877343214375475
New Plymouth District,Maori,Male,Yes,50-64,672,0.3571775511365969
New Plymouth District,Maori,Male,Yes,65+,258,0.3248338480949874
New Plymouth District,Non-Maori,Female,No,18-29,3956,0.274300023535415
New Plymouth District,Non-Maori,Female,No,30-39,3855,0.19956461814938442
New Plymouth District,Non-Maori,Female,No,40-49,4722,0.15435078244785153
New Plymouth District,Non-Maori,Female,No,50-64,7074,0.13803987283784375
New Plymouth District,Non-Maori,Female,No,65+,6534,0.12178054727733979
New Plymouth District,Non-Maori,Male,No,18-29,3975,0.21298330284505335
New Plymouth District,Non-Maori,Male,No,30-39,3561,0.1514672534543753
New Plymouth District,Non-Maori,Male,No,40-49,4278,0.11557701650886412
New Plymouth District,Non-Maori,Male,No,50-64,6534,0.10286508905912187
New Plymouth District,Non-Maori,Male,No,65+,5358,0.09031479030768563
Opotiki District,Maori,Female,Yes,18-29,348,0.6603374862980019
Opotiki District,Maori,Female,Yes,30-39,243,0.5618552691160961
Opotiki District,Maori,Female,Yes,40-49,303,0.48421422365831424
Opotiki District,Maori,Female,Yes,50-64,432,0.4516630044477943
Opotiki District,Maori,Female,Yes,65+,240,0.416304335274561
Opotiki District,Maori,Male,Yes,18-29,319,0.5819240988791133
Opotiki District,Maori,Male,Yes,30-39,198,0.4786563520634276
Opotiki District,Maori,Male,Yes,40-49,228,0.40196467811133946
Opotiki District,Maori,Male,Yes,50-64,357,0.3709659244150938
Opotiki District,Maori,Male,Yes,65+,228,0.33803020803797706
Opotiki District,Non-Maori,Female,No,18-29,178,0.281623293510621
Opotiki District,Non-Maori,Female,No,30-39,165,0.20545749868524998
Opotiki District,Non-Maori,Female,No,40-49,261,0.1591740560384474
Opotiki District,Non-Maori,Female,No,50-64,525,0.1424393024896296
Opotiki District,Non-Maori,Female,No,65+,483,0.12573737182887645
Opotiki District,Non-Maori,Male,No,18-29,218,0.2191639276996581
Opotiki District,Non-Maori,Male,No,30-39,159,0.15621706573544228
Opotiki District,Non-Maori,Male,No,40-49,243,0.11935967389035419
Opotiki District,Non-Maori,Male,No,50-64,549,0.1062817006904424
Opotiki District,Non-Maori,Male,No,65+,495,0.0933579287063994
Otorohanga District,Maori,Female,Yes,18-29,195,0.6150434959135935
Otorohanga District,Maori,Female,Yes,30-39,117,0.5131117698205241
Otorohanga District,Maori,Female,Yes,40-49,123,0.43551121016657834
Otorohanga District,Maori,Female,Yes,50-64,183,0.40367165741496863
Otorohanga District,Maori,Female,Yes,65+,78,0.36953806051630533
Otorohanga District,Maori,Male,Yes,18-29,224,0.5335597516705891
Otorohanga District,Maori,Male,Yes,30-39,138,0.4300462648285103
Otorohanga District,Maori,Male,Yes,40-49,132,0.35582726953064525
Otorohanga District,Maori,Male,Yes,50-64,177,0.32644435460855203
Otorohanga District,Maori,Male,Yes,65+,87,0.2956038808436197
Otorohanga District,Non-Maori,Female,No,18-29,403,0.2686644510946094
Otorohanga District,Non-Maori,Female,No,30-39,393,0.19505180884825446
Otorohanga District,Non-Maori,Female,No,40-49,498,0.1506679508957868
Otorohanga District,Non-Maori,Female,No,50-64,690,0.13468423816920327
Otorohanga District,Non-Maori,Female,No,65+,501,0.118765703450271
Otorohanga District,Non-Maori,Male,No,18-29,488,0.20824599800024168
Otorohanga District,Non-Maori,Male,No,30-39,441,0.14784119505987253
Otorohanga District,Non-Maori,Male,No,40-49,504,0.11269604206522024
Otorohanga District,Non-Maori,Male,No,50-64,729,0.10026506061126111
Otorohanga District,Non-Maori,Male,No,65+,531,0.08800086779959959
Palmerston North City,Maori,Female,Yes,18-29,1429,0.6290316463933173
Palmerston North City,Maori,Female,Yes,30-39,849,0.5279611167450201
Palmerston North City,Maori,Female,Yes,40-49,693,0.4501912945899914
Palmerston North City,Maori,Female,Yes,50-64,606,0.4180733684771581
Palmerston North City,Maori,Female,Yes,65+,270,0.3835051599186571
Palmerston North City,Maori,Male,Yes,18-29,1321,0.548334417360066
Palmerston North City,Maori,Male,Yes,30-39,696,0.4446872541724301
Palmerston North City,Maori,Male,Yes,40-49,660,0.3695799343590791
Palmerston North City,Maori,Male,Yes,50-64,618,0.3396601788151396
Palmerston North City,Maori,Male,Yes,65+,204,0.3081423490267566
Palmerston North City,Non-Maori,Female,No,18-29,6891,0.26890465534226526
Palmerston North City,Non-Maori,Female,No,30-39,4323,0.1952437688693975
Palmerston North City,Non-Maori,Female,No,40-49,4569,0.1508244150438559
Palmerston North City,Non-Maori,Female,No,50-64,6495,0.13482673864742134
Palmerston North City,Non-Maori,Female,No,65+,5682,0.11889367570528155
Palmerston North City,Non-Maori,Male,No,18-29,6544,0.20844758048940865
Palmerston North City,Non-Maori,Male,No,30-39,3864,0.14799523521484212
Palmerston North City,Non-Maori,Male,No,40-49,4158,0.11281831144013725
Palmerston North City,Non-Maori,Male,No,50-64,5730,0.1003753687145852
Palmerston North City,Non-Maori,Male,No,65+,4455,0.08809900442130565
Porirua City,Maori,Female,Yes,18-29,995,0.6710056290667943
Porirua City,Maori,Female,Yes,30-39,705,0.5736193063260661
Porirua City,Maori,Female,Yes,40-49,681,0.4961936380854298
Porirua City,Maori,Female,Yes,50-64,657,0.4635608783419696
Porirua City,Maori,Female,Yes,65+,267,0.4279977953150132
Porirua City,Maori,Male,Yes,18-29,816,0.5935391067814517
Porirua City,Maori,Male,Yes,30-39,510,0.4906290600644009
Porirua City,Maori,Male,Yes,40-49,567,0.41354072169444644
Porirua City,Maori,Male,Yes,50-64,501,0.38221980747579726
Porirua City,Maori,Male,Yes,65+,180,0.3488390278063152
Porirua City,Non-Maori,Female,No,18-29,2975,0.31888924863867923
Porirua City,Non-Maori,Female,No,30-39,2991,0.23595517717300465
Porirua City,Non-Maori,Female,No,40-49,3402,0.1843959448765163
Porirua City,Non-Maori,Female,No,50-64,4200,0.16553152432199303
Porirua City,Non-Maori,Female,No,65+,2565,0.14658471630497577
Porirua City,Non-Maori,Male,No,18-29,2812,0.2510532974306524
Porirua City,Non-Maori,Male,No,30-39,2601,0.1810713071115048
Porirua City,Non-Maori,Male,No,40-49,3138,0.1393180977916074
Porirua City,Non-Maori,Male,No,50-64,3864,0.12436213981599432
Porirua City,Non-Maori,Male,No,65+,2319,0.1095091956311482
Queenstown-Lakes District,Maori,Female,Yes,18-29,104,0.5814438811832259
Queenstown-Lakes District,Maori,Female,Yes,30-39,99,0.47816388625903045
Queenstown-Lakes District,Maori,Female,Yes,40-49,123,0.4014903518509584
Queenstown-Lakes District,Maori,Female,Yes,50-64,84,0.37050551513375485
Queenstown-Lakes District,Maori,Female,Yes,65+,27,0.3375887378901304
Queenstown-Lakes District,Maori,Male,Yes,18-29,146,0.49864549885664383
Queenstown-Lakes District,Maori,Male,Yes,30-39,114,0.396152713906768
Queenstown-Lakes District,Maori,Male,Yes,40-49,93,0.32445330707488196
Queenstown-Lakes District,Maori,Male,Yes,50-64,72,0.29646879497679673
Queenstown-Lakes District,Maori,Male,Yes,65+,21,0.26733623666331907
Queenstown-Lakes District,Non-Maori,Female,No,18-29,2206,0.2902660140858203
Queenstown-Lakes District,Non-Maori,Female,No,30-39,2580,0.2124540527504605
Queenstown-Lakes District,Non-Maori,Female,No,40-49,2166,0.16492164637981535
Queenstown-Lakes District,Non-Maori,Female,No,50-64,2322,0.14768875911382087
Queenstown-Lakes District,Non-Maori,Female,No,65+,1467,0.13046493970746037
Queenstown-Lakes District,Non-Maori,Male,No,18-29,2211,0.2264941805812088
Queenstown-Lakes District,Non-Maori,Male,No,30-39,2469,0.16187843895577392
Queenstown-Lakes District,Non-Maori,Male,No,40-49,2100,0.12388142660349748
Queenstown-Lakes District,Non-Maori,Male,No,50-64,2382,0.11037010802924821
Queenstown-Lakes District,Non-Maori,Male,No,65+,1518,0.0970031486739421
Rangitikei District,Maori,Female,Yes,18-29,292,0.5940998749073944
Rangitikei District,Maori,Female,Yes,30-39,180,0.49121010075226595
Rangitikei District,Maori,Female,Yes,40-49,225,0.414104687926267
Rangitikei District,Maori,Female,Yes,50-64,264,0.38276893822014146
Rangitikei District,Maori,Female,Yes,65+,150,0.34936732187635866
Rangitikei District,Maori,Male,Yes,18-29,255,0.5117025650882604
Rangitikei District,Maori,Male,Yes,30-39,159,0.4087138693139049
Rangitikei District,Maori,Male,Yes,40-49,189,0.33600606252715004
Rangitikei District,Maori,Male,Yes,50-64,225,0.3074786454060852
Rangitikei District,Maori,Male,Yes,65+,114,0.2776912336514055
Rangitikei District,Non-Maori,Female,No,18-29,626,0.2458956899446301
Rangitikei District,Non-Maori,Female,No,30-39,549,0.17701160391962525
Rangitikei District,Non-Maori,Female,No,40-49,795,0.13603901333557586
Rangitikei District,Non-Maori,Female,No,50-64,1179,0.12138542297159163
Rangitikei District,Non-Maori,Female,No,65+,1116,0.10684461698180608
Rangitikei District,Non-Maori,Male,No,18-29,653,0.18927241341900505
Rangitikei District,Non-Maori,Male,No,30-39,540,0.13344359606986111
Rangitikei District,Non-Maori,Male,No,40-49,702,0.10131415326089589
Rangitikei District,Non-Maori,Male,No,50-64,1257,0.09001129477710987
Rangitikei District,Non-Maori,Male,No,65+,1086,0.07889134577479323
Rotorua District,Maori,Female,Yes,18-29,2089,0.7363823973311903
Rotorua District,Maori,Female,Yes,30-39,1440,0.6482022749336254
Rotorua District,Maori,Female,Yes,40-49,1515,0.5742682919732407
Rotorua District,Maori,Female,Yes,50-64,1701,0.5420250477635153
Rotorua District,Maori,Female,Yes,65+,747,0.5061217642666495
Rotorua District,Maori,Male,Yes,18-29,1801,0.6666625076375887
Rotorua District,Maori,Male,Yes,30-39,1113,0.5688166961095841
Rotorua District,Maori,Male,Yes,40-49,1209,0.49129234003084316
Rotorua District,Maori,Male,Yes,50-64,1392,0.4586884471175807
Rotorua District,Maori,Male,Yes,65+,594,0.42320426790983273
Rotorua District,Non-Maori,Female,No,18-29,2777,0.31307979074189796
Rotorua District,Non-Maori,Female,No,30-39,2604,0.23114385946512425
Rotorua District,Non-Maori,Female,No,40-49,3333,0.18038774614101807
Rotorua District,Non-Maori,Female,No,50-64,4752,0.1618520069171667
Rotorua District,Non-Maori,Female,No,65+,4095,0.14325405719675283
Rotorua District,Non-Maori,Male,No,18-29,2825,0.2460332530127218
Rotorua District,Non-Maori,Male,No,30-39,2319,0.17711968188416763
Rotorua District,Non-Maori,Male,No,40-49,3030,0.13612621253839186
Rotorua District,Non-Maori,Male,No,50-64,4494,0.12146454994808095
Rotorua District,Non-Maori,Male,No,65+,3540,0.10691541873027162
Ruapehu District,Maori,Female,Yes,18-29,422,0.6065203138212168
Ruapehu District,Maori,Female,Yes,30-39,285,0.5041512160649806
Ruapehu District,Maori,Female,Yes,40-49,285,0.4267181272532685
Ruapehu District,Maori,Female,Yes,50-64,411,0.3950715095696276
Ruapehu District,Maori,Female,Yes,65+,144,0.36122461668638106
Ruapehu District,Maori,Male,Yes,18-29,376,0.5246268756378667
Ruapehu District,Maori,Male,Yes,30-39,246,0.4212811742062156
Ruapehu District,Maori,Male,Yes,40-49,258,0.3476521886489832
Ruapehu District,Maori,Male,Yes,50-64,336,0.31861045049658804
Ruapehu District,Maori,Male,Yes,65+,138,0.28819341080369354
Ruapehu District,Non-Maori,Female,No,18-29,379,0.27547531734114583
Ruapehu District,Non-Maori,Female,No,30-39,405,0.20050816831124096
Ruapehu District,Non-Maori,Female,No,40-49,480,0.1551219881998175
Ruapehu District,Non-Maori,Female,No,50-64,828,0.13874295285733607
Ruapehu District,Non-Maori,Female,No,65+,642,0.12241257442103219
Ruapehu District,Non-Maori,Male,No,18-29,516,0.21397333717134542
Ruapehu District,Non-Maori,Male,No,30-39,372,0.15222664530144187
Ruapehu District,Non-Maori,Male,No,40-49,498,0.11618110724728464
Ruapehu District,Non-Maori,Male,No,50-64,930,0.10341050655965987
Ruapehu District,Non-Maori,Male,No,65+,645,0.09080039797128854
Selwyn District,Maori,Female,Yes,18-29,232,0.4729615610525311
Selwyn District,Maori,Female,Yes,30-39,174,0.3718326093119051
Selwyn District,Maori,Female,Yes,40-49,195,0.3023310720604607
Selwyn District,Maori,Female,Yes,50-64,126,0.2754765517916243
Selwyn District,Maori,Female,Yes,65+,36,0.24768058183216168
Selwyn District,Maori,Male,Yes,18-29,373,0.3911738024767494
Selwyn District,Maori,Male,Yes,30-39,162,0.2976560950248257
Selwyn District,Maori,Male,Yes,40-49,228,0.23679290154862556
Selwyn District,Maori,Male,Yes,50-64,177,0.21397437741457587
Selwyn District,Maori,Male,Yes,65+,42,0.19075025750277397
Selwyn District,Non-Maori,Female,No,18-29,2467,0.19895520859111962
Selwyn District,Non-Maori,Female,No,30-39,2646,0.1407662028335549
Selwyn District,Non-Maori,Female,No,40-49,3726,0.10709156961890631
Selwyn District,Non-Maori,Female,No,50-64,4179,0.09521245516936495
Selwyn District,Non-Maori,Female,No,65+,2304,0.08350892366034528
Selwyn District,Non-Maori,Male,No,18-29,2857,0.15097701529464705
Selwyn District,Non-Maori,Male,No,30-39,2313,0.10498131789122894
Selwyn District,Non-Maori,Male,No,40-49,3579,0.07907940976482049
Selwyn District,Non-Maori,Male,No,50-64,4344,0.07006372376045646
